npi,display_name,legal_name,dba_name,address_1,address_2,city,state,zip,phone,enumeration_date,last_updated
1083728075,VA VCS PHCY,VA VCS PHCY,,4500 S LANCASTER RD,,DALLAS,TX,75216,2148570967,08/18/2006,09/11/2025
1669517801,VALLEY BAPTIST MEDICAL CENTER,VALLEY BAPTIST MEDICAL CENTER,,2101 PEASE ST,EAST TOWER,HARLINGEN,TX,78550,9563896898,02/21/2007,07/30/2010
1467214379,"VITALDRIP INFUSION, LLC","VITALDRIP INFUSION, LLC",,6220 WESTPARK DR STE 111,,HOUSTON,TX,77057,7134975510,01/25/2024,04/29/2024
1922542794,"WESTSIDE SURGICAL HOSPITAL, LLC","WESTSIDE SURGICAL HOSPITAL, LLC",,4200 TWELVE OAKS DR,,HOUSTON,TX,77027,8328650795,12/13/2016,12/13/2016
1629729371,WINKLER COUNTY HOSPITAL DISTRICT,WINKLER COUNTY HOSPITAL DISTRICT,,814 MYER LN,,KERMIT,TX,79745,4325868127,01/14/2022,01/14/2022
1427018902,Y MEDICAL ASSOCIATES INC,Y MEDICAL ASSOCIATES INC,,8840 N MACARTHUR BLVD,,IRVING,TX,75063,9727140777,03/27/2006,09/23/2025
1902825854,CENTRAL VALLEY MEDICAL CENTER,CENTRAL VALLEY MEDICAL CENTER,,152 W 1500 N,,NEPHI,UT,84648,4356233700,07/19/2006,12/20/2016
1538105424,"CRJ HEALTH SERVICES, INC","CRJ HEALTH SERVICES, INC",,1028 CHAMBERS ST STE A,,OGDEN,UT,84403,8014790331,06/21/2006,01/14/2021
1841540077,GREEN RIVER MEDICAL CENTER INC,GREEN RIVER MEDICAL CENTER INC,,585 WEST MAIN STREET,,GREEN RIVER,UT,84525,4358880422,09/14/2012,10/06/2015
1689134868,"GREEN RIVER MEDICAL CENTER, INC.","GREEN RIVER MEDICAL CENTER, INC.",,585 WEST MAIN STREET,,GREEN RIVER,UT,84525,4355643434,03/22/2019,03/07/2023
1639842255,GUNNISON VALLEY HOSPITAL,GUNNISON VALLEY HOSPITAL,,156 S MAIN ST,,MANTI,UT,84642,4358357250,07/29/2021,09/23/2024
1598465726,GUNNISON VALLEY HOSPITAL,GUNNISON VALLEY HOSPITAL,,43 E MAIN ST,,SALINA,UT,84654,4352870756,03/07/2023,03/07/2023
1649294075,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,2400 N WASHINGTON BLVD,,OGDEN,UT,84414,8017867600,07/27/2006,07/19/2018
1699882852,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,3845 W 4700 S,,TAYLORSVILLE,UT,84129,8018404350,08/24/2006,07/19/2018
1508973769,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,390 N MAIN ST,,BOUNTIFUL,UT,84010,8012941005,08/24/2006,07/19/2018
1417064676,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,389 S 900 E,,SALT LAKE CITY,UT,84102,3852822350,08/24/2006,07/19/2018
1235246497,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,1915 W 5950 S,,ROY,UT,84067,8013878215,08/24/2006,07/19/2018
1144337304,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,2000 S 900 E,,SALT LAKE CITY,UT,84105,8014647800,08/24/2006,07/19/2018
1588771299,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,2075 UNIVERSITY PARK BLVD,,LAYTON,UT,84041,8017796210,08/25/2006,07/19/2018
1427165117,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,1380 E 480 SOUTH,STE 1200,ST GEORGE,UT,84790,4352512560,08/25/2006,05/04/2018
1982711693,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,8TH AVE AND C ST,,SALT LAKE CITY,UT,84143,8014081019,08/25/2006,01/24/2022
1790892404,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,100 N MARIO CAPECCHI DR,,SALT LAKE CITY,UT,84113,8016621680,08/25/2006,02/21/2024
1205943917,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,505 W 400 N,,OREM,UT,84057,8017143511,08/25/2006,07/19/2018
1114034824,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,577 S RIVER RD,,ST GEORGE,UT,84790,4356886500,08/25/2006,07/19/2018
1023125739,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,1350 N 500 E,,LOGAN,UT,84341,4357921521,08/25/2006,07/19/2018
1508973215,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,9660 S 1300 E,,SANDY,UT,84094,8015012741,08/25/2006,02/28/2008
1417064122,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,4401 HARRISON BLVD,,OGDEN,UT,84403,8013877500,08/25/2006,09/19/2025
1447367164,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,9450 S 1300 E,,SANDY,UT,84094,8015012525,08/25/2006,07/19/2018
1356458079,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,975 E CHAMBERS AVE,,OGDEN,UT,84403,8013876300,08/25/2006,05/04/2018
1467549667,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,159 N MAIN ST,,MANTI,UT,84642,4358354225,10/07/2006,07/19/2018
1558458752,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,181 E MEDICAL TOWER DR,,MURRAY,UT,84107,8013142325,10/07/2006,07/19/2018
1275683518,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,530 N 250 W,,SALINA,UT,84654,4355295988,01/11/2007,07/19/2018
1902074792,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,1975 N STATE ST,,OREM,UT,84057,8017145500,02/14/2008,02/19/2008
1053575175,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,412 N 200 E,,LOGAN,UT,84321,4357132770,07/17/2008,07/19/2018
1649401969,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,3723 W 12600 S STE 170,,RIVERTON,UT,84065,8012854500,08/04/2009,07/19/2018
1508119918,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,7268 S BINGHAM JUNCTION BLVD,,MIDVALE,UT,84047,8557793960,10/23/2012,05/29/2024
1366871410,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,1000 N MAIN ST,,RICHFIELD,UT,84701,4358930690,11/08/2013,07/19/2018
1093130031,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,7268 S BINGHAM JUNCTION BLVD STE B1,,MIDVALE,UT,84047,8012841114,02/27/2014,05/29/2024
1336692516,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,3895 HARRISON BLVD,,OGDEN,UT,84403,8013878550,07/25/2016,07/19/2018
1083134183,IHC HEALTH SERVICES INC,IHC HEALTH SERVICES INC,,201 W LAYTON PKWY,,LAYTON,UT,84041,8015436450,06/21/2017,09/19/2025
1326155037,"IHC HEALTH SERVICES, INC.","IHC HEALTH SERVICES, INC.",,395 W 1230 N STE 204,,PROVO,UT,84604,8013577333,08/25/2006,09/19/2025
1265549984,"IHC HEALTH SERVICES, INC.","IHC HEALTH SERVICES, INC.",,98 N 1100 E STE 101,,AMERICAN FORK,UT,84003,8018552935,08/25/2006,07/19/2018
1457556243,"IHC HEALTH SERVICES, INC.","IHC HEALTH SERVICES, INC.",,5121 S COTTONWOOD ST,BUILDING 2,MURRAY,UT,84107,8015073030,06/20/2007,07/19/2018
1588432587,"IHC HEALTH SERVICES, INC.","IHC HEALTH SERVICES, INC.",,2250 N MILLER CAMPUS DR,,LEHI,UT,84043,4355311143,12/19/2023,06/11/2024
1063651669,UINTAH BASIN MEDICAL CENTER,UINTAH BASIN MEDICAL CENTER,,50 EAST 200 SOUTH,,DUCHESNE,UT,84021,4357385403,02/05/2009,10/22/2025
1285420414,UINTAH BASIN MEDICAL CENTER,UINTAH BASIN MEDICAL CENTER,,405 N 500 W,,VERNAL,UT,84078,4357252054,04/15/2025,07/31/2025
1851405419,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,590 S WAKARA WAY,SUITE 2146,SALT LAKE CITY,UT,84108,8015877199,08/19/2006,03/16/2021
1114016706,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,1525 W 2100 S,,SALT LAKE CITY,UT,84119,8012139950,10/12/2006,03/16/2021
1932298528,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,555 S FOOTHILL BLVD,SUITE 396,SALT LAKE CITY,UT,84112,8015817652,10/12/2006,03/16/2021
1750470340,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,546 CHIPETA WAY,,SALT LAKE CITY,UT,84108,8015850544,10/12/2006,08/06/2009
1669561254,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,220 MILLPOND,STE 100,STANSBURY PARK,UT,84074,4358433050,10/12/2006,03/16/2021
1023107612,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,145 W 1300 S,,OREM,UT,84058,8012348510,10/12/2006,03/16/2021
1295824886,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,65 S MARIO CAPECCHI DR,SUITE 2430,SALT LAKE CITY,UT,84132,8015856522,10/12/2006,03/16/2021
1578652160,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,5126 W DAYBREAK PKWY,ROOM 101,SOUTH JORDAN,UT,84009,8012134550,10/12/2006,03/16/2021
1487743076,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,200 S CENTRAL CAMPUS DR,ROOM 156,SALT LAKE CITY,UT,84112,8015873363,10/12/2006,08/06/2009
1104915792,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,26 S MAIN ST,STE 100,CENTERVILLE,UT,84014,8016937950,10/12/2006,03/16/2021
1013006600,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,1743 REDSTONE CENTER DR,STE 115,PARK CITY,UT,84098,4356589280,10/12/2006,03/16/2021
1427148402,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,50 N MEDICAL DR,,SALT LAKE CITY,UT,84132,8015812276,10/13/2006,03/16/2021
1336239318,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,3730 W 4700 S,,WEST VALLEY CITY,UT,84118,8012139250,10/13/2006,03/16/2021
1861582843,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,1950 CIRCLE OF HOPE DR,STE 2110,SALT LAKE CITY,UT,84112,8015850172,10/13/2006,05/06/2021
1396835229,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,501 CHIPETA WAY,,SALT LAKE CITY,UT,84108,8015873198,10/13/2006,05/05/2021
1952462723,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,7495 S STATE ST,,MIDVALE,UT,84047,8012139540,12/13/2006,03/16/2021
1275838575,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,4696 DAYBREAK RIM WAY,,SOUTH JORDAN,UT,84095,8012134550,01/18/2011,03/29/2011
1790147833,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,6056 S FASHION SQUARE DR STE 1000,SUITE 1000,MURRAY,UT,84107,8012138650,03/28/2016,03/16/2021
1558817544,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,165 N UNIVERSITY AVE,RM 102,FARMINGTON,UT,84025,8012136310,08/30/2016,03/16/2021
1558919142,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,1280 E. STRINGHAM AVE,SUITE 101,SALT LAKE CITY,UT,84106,8012131900,08/28/2019,03/16/2021
1316994015,UNIVERSITY PHARMACY INC.,UNIVERSITY PHARMACY INC.,,1320 E 200 S,,SALT LAKE CITY,UT,84102,8015827624,05/28/2006,10/07/2021
1386870822,UTAH NAVAJO HEALTH SYSTEM,UTAH NAVAJO HEALTH SYSTEM,,910 S 300 W,,BLANDING,UT,84511,4356783993,06/10/2009,03/31/2022
1538496153,UTAH NAVAJO HEALTH SYSTEM INCORPORATED,UTAH NAVAJO HEALTH SYSTEM INCORPORATED,,30 WEST MEDICAL DRIVE,,MONUMENT VALLEY,UT,84536,4357273018,11/04/2009,05/04/2018
1508494428,UTAH NAVAJO HEALTH SYSTEM INCORPORATED,UTAH NAVAJO HEALTH SYSTEM INCORPORATED,,#2 RAINBOW ROAD,,NAVAJO MOUNTAIN,UT,86044,9286722498,03/27/2020,03/31/2022
1316229883,APPALACHIAN COLLEGE OF PHARMACY,APPALACHIAN COLLEGE OF PHARMACY,,8252 RIVERSIDE DR,,OAKWOOD,VA,24631,2764985261,09/12/2011,09/20/2012
1730559329,BLUE RIDGE MEDICAL CENTER,BLUE RIDGE MEDICAL CENTER,,4038 THOMAS NELSON HWY,,ARRINGTON,VA,22922,4342634000,09/25/2015,10/22/2025
1245925106,"CENTRAL VIRGINIA HEALTH SERVICES, INC.","CENTRAL VIRGINIA HEALTH SERVICES, INC.",,120 DAVID BRUCE AVE,,CHARLOTTE COURT HOUSE,VA,23923,4345425171,04/06/2023,12/09/2024
1205683208,"CENTRAL VIRGINIA HEALTH SERVICES, INC.","CENTRAL VIRGINIA HEALTH SERVICES, INC.",,410 INDUSTRIAL DR,,LOUISA,VA,23093,5409679401,05/06/2024,12/09/2024
1528775939,EASTERN SHORE RURAL HEALTH SYSTEM INCORPORATED,EASTERN SHORE RURAL HEALTH SYSTEM INCORPORATED,,20306 BADGER LANE,,ONLEY,VA,23418,7573029066,11/04/2022,04/29/2024
1174224604,EASTERN SHORE RURAL HEALTH SYSTEM INCORPORATED,EASTERN SHORE RURAL HEALTH SYSTEM INCORPORATED,,7001 LANKFORD HWY,,OAK HALL,VA,23416,7578244477,03/13/2023,03/13/2023
1336006501,EASTERN SHORE RURAL HEALTH SYSTEM INCORPORATED,EASTERN SHORE RURAL HEALTH SYSTEM INCORPORATED,,17068 LANKFORD HIGHWAY,,EASTVILLE,VA,23347,7574140400,01/08/2026,01/08/2026
1568495463,FAMILY LTC PHARMACY INC,FAMILY LTC PHARMACY INC,,1049 BROOKDALE ST,STE B,MARTINSVILLE,VA,24112,2766320816,07/07/2006,10/27/2016
1295740819,"GOLDEN HORSESHOE HEALTH SERVICES, INC.","GOLDEN HORSESHOE HEALTH SERVICES, INC.",,331 MAIN ST,,STANARDSVILLE,VA,22973,4349853424,07/30/2006,09/19/2025
1215302708,HIGHLAND MEDICAL CENTER INC,HIGHLAND MEDICAL CENTER INC,,120 JACKSON RIVER RD,,MONTEREY,VA,24465,5404686421,12/09/2015,02/23/2022
1699359448,"HORIZON HEALTH SERVICES, INC.","HORIZON HEALTH SERVICES, INC.",,328 W MAIN ST,,WAVERLY,VA,23890,8044298602,05/07/2021,10/07/2021
1770924789,JENCARE NEIGHBORHOOD MEDICAL CENTER VIRGINIA BEACH LLC,JENCARE NEIGHBORHOOD MEDICAL CENTER VIRGINIA BEACH LLC,,5516 VIRGINIA BEACH BLVD,,VIRGINIA BEACH,VA,23462,3056286117,07/08/2013,02/20/2025
1295207322,K -VA -T FOOD STORES INC,K -VA -T FOOD STORES INC,,568 E MAIN ST,,INDEPENDENCE,VA,24348,2767732211,12/31/2018,12/14/2021
1952948242,K -VA -T FOOD STORES INC,K -VA -T FOOD STORES INC,,1701 TYLER AVENUE,,RADFORD,VA,24141,2766235100,12/05/2019,12/05/2019
1902431760,K -VA -T FOOD STORES INC,K -VA -T FOOD STORES INC,,910 N MAIN ST,,MARION,VA,24354,2767835761,03/11/2020,03/11/2020
1114503877,K -VA -T FOOD STORES INC,K -VA -T FOOD STORES INC,,155 W LEE HWY,,WYTHEVILLE,VA,24382,2762396132,03/23/2021,06/11/2021
1689691040,K VA T FOOD STORES INC,K VA T FOOD STORES INC,,1201 E MAIN ST,,PULASKI,VA,24301,5409809368,07/15/2006,06/18/2024
1497772859,K VA T FOOD STORES INC,K VA T FOOD STORES INC,,1000 LEATHERWOOD CROSSING,,BLUEFIELD,VA,24605,2763223835,07/15/2006,09/23/2008
1306863766,K VA T FOOD STORES INC,K VA T FOOD STORES INC,,207 WOODLAND DR SW,,WISE,VA,24293,2763284651,07/15/2006,06/26/2014
1215954672,K VA T FOOD STORES INC,K VA T FOOD STORES INC,,3004 US HIGHWAY 23 N,,WEBER CITY,VA,24290,2763862118,07/15/2006,10/02/2008
1033136494,K VA T FOOD STORES INC,K VA T FOOD STORES INC,,603 WOOD AVE E,,BIG STONE GAP,VA,24219,2765236052,07/15/2006,10/02/2008
1396762878,K VA T FOOD STORES INC,K VA T FOOD STORES INC,,151 COOK STREET,,ABINGDON,VA,24210,2766282580,07/17/2006,11/06/2019
1205853785,K VA T FOOD STORES INC,K VA T FOOD STORES INC,,955 A EAST STUART DRIVE,,GALAX,VA,24333,2762380684,07/17/2006,10/02/2008
1114944691,K VA T FOOD STORES INC,K VA T FOOD STORES INC,,1235 BONHAM RD,,BRISTOL,VA,24202,2766692388,07/17/2006,05/04/2021
1659398139,K VA T FOOD STORES INC,K VA T FOOD STORES INC,,1320 LITTLE CREEK CROSSING,,BRISTOL,VA,24201,2766450044,07/17/2006,05/13/2021
1568489045,K VA T FOOD STORES INC,K VA T FOOD STORES INC,,HWY 11 145 W LEE HWY,,CHILHOWIE,VA,24319,2766462941,07/17/2006,10/02/2008
1477570950,K VA T FOOD STORES INC,K VA T FOOD STORES INC,,736 N BEAVER DAM RD,,DAMASCUS,VA,24236,2764753653,07/17/2006,06/26/2014
1629091780,K VA T FOOD STORES INC,K VA T FOOD STORES INC,,159 PITTSTON ROAD,,LEBANON,VA,24266,2768893800,07/26/2006,09/23/2008
1538182696,K VA T FOOD STORES INC,K VA T FOOD STORES INC,,5560 DICKENSON HIGHWAY BX 789,,CLINTWOOD,VA,24228,2769266002,07/26/2006,02/29/2024
1306959408,K VA T FOOD STORES INC,K VA T FOOD STORES INC,,1135 CLAYPOOL HILL MALL RD,,CEDAR BLUFF,VA,24609,2769645748,08/16/2006,02/07/2012
1598498180,"LIGHTHOUSE COMMUNITY HEALTH SERVICES, LLC","LIGHTHOUSE COMMUNITY HEALTH SERVICES, LLC",,59 GOLD HILL ELEMENTARY SCHOOL RD STE B,,NEW CANTON,VA,23123,4345814904,07/01/2022,06/06/2023
1437420213,MARTHA JEFFERSON HOSPITAL,MARTHA JEFFERSON HOSPITAL,,500 MARTHA JEFFERSON DR,,CHARLOTTESVILLE,VA,22911,4346543348,01/25/2012,04/19/2016
1548693922,NORTHERN VA COMPOUNDERS PLLC,NORTHERN VA COMPOUNDERS PLLC,,23475 ROCK HAVEN WAY STE 105,,STERLING,VA,20166,5712675050,08/20/2013,01/21/2021
1982319745,PIEDMONT ACCESS TO HEALTH SERVICES INC,PIEDMONT ACCESS TO HEALTH SERVICES INC,,336 OLD RIVERSIDE DR,,DANVILLE,VA,24541,4347914795,01/17/2023,09/06/2023
1164896551,"PIEDMONT ACCESS TO HEALTH SERVICES, INC","PIEDMONT ACCESS TO HEALTH SERVICES, INC",,380 WASHINGTON ST,,BOYDTON,VA,23917,4342104488,11/23/2015,09/06/2023
1689132466,"PIEDMONT ACCESS TO HEALTH SERVICES, INC","PIEDMONT ACCESS TO HEALTH SERVICES, INC",,1049 BROOKDALE ST STE A,,MARTINSVILLE,VA,24112,2766702207,03/11/2019,09/06/2023
1306448170,"PIEDMONT ACCESS TO HEALTH SERVICES, INC","PIEDMONT ACCESS TO HEALTH SERVICES, INC",,30 S MAIN ST,,CHATHAM,VA,24531,4344332695,11/16/2020,09/06/2023
1821748856,"PIEDMONT ACCESS TO HEALTH SERVICES, INC","PIEDMONT ACCESS TO HEALTH SERVICES, INC",,2524 HOUGHTON AVENUE,,SOUTH BOSTON,VA,24592,4345750153,03/24/2022,02/26/2025
1972906212,PRINCE WILLIAM HOSPITAL,PRINCE WILLIAM HOSPITAL,,8700 SUDLEY RD,,MANASSAS,VA,20110,7033698171,10/01/2014,03/12/2015
1366594319,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,,1240 LEE ST RM 1407,,CHARLOTTESVILLE,VA,22908,4349242390,01/18/2007,10/01/2025
1659426914,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,,550 BRANDON AVE,,CHARLOTTESVILLE,VA,22903,4349241544,01/24/2007,10/01/2025
1306146790,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,,1240 LEE ST RM 1022,,CHARLOTTESVILLE,VA,22908,4342433881,11/01/2010,10/01/2025
1225320922,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,,57 BEAM LN STE 101,,FISHERSVILLE,VA,22939,4342975100,05/12/2011,10/01/2025
1124450820,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,,1015 SPRING CREEK PKWY,,ZION CROSSROADS,VA,22942,4342439136,08/05/2013,10/01/2025
1811329519,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,,400 EMMET ST S,,CHARLOTTESVILLE,VA,22903,4342435509,08/05/2013,10/01/2025
1790399202,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,,590 PETER JEFFERSON PKWY,"SUITE 175, ROOM172",CHARLOTTESVILLE,VA,22911,4342978840,09/02/2020,10/01/2025
1215663828,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,,2280 IVY RD RM 1110,,CHARLOTTESVILLE,VA,22903,4342433080,07/26/2022,10/01/2025
1124729421,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,,1725 DISCOVERY DR STE 200,,CHARLOTTESVILLE,VA,22911,4342975500,03/14/2023,03/27/2024
1780461665,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,,2831 ROCKFISH VALLEY HWY,,NELLYSFORD,VA,22958,4342976100,09/13/2023,10/01/2025
1730973926,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,,1725 DISCOVERY DR STE 300,,CHARLOTTESVILLE,VA,22911,4349826514,04/04/2025,02/04/2026
1679432991,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,,1641 EDLICH DR,,CHARLOTTESVILLE,VA,22911,4349820454,01/21/2026,01/21/2026
1366734212,RECTORS & VISITORS OF THE UNIVERSITY OF VIRGINIA,RECTORS & VISITORS OF THE UNIVERSITY OF VIRGINIA,,590 PETER JEFFERSON PKWY,,CHARLOTTESVILLE,VA,22911,4349826893,05/11/2011,03/27/2024
1528084084,REDDY MEDICAL ASSOCIATES P.C.,REDDY MEDICAL ASSOCIATES P.C.,,2809 NORTH AVE,103,RICHMOND,VA,23222,8043290077,07/15/2006,08/22/2020
1659527075,REDDY MEDICAL ASSOCIATES PC,REDDY MEDICAL ASSOCIATES PC,,4925 BOONSBORO RD,,LYNCHBURG,VA,24503,4344551211,08/18/2008,08/18/2008
1578999009,"RIVERSIDE HOSPITAL, INC","RIVERSIDE HOSPITAL, INC",,500 J CLYDE MORRIS BLVD,,NEWPORT NEWS,VA,23601,7578757545,09/16/2013,10/14/2013
1528167483,SENTARA PRINCESS ANNE HOSPITAL,SENTARA PRINCESS ANNE HOSPITAL,,2025 GLENN MITCHELL DR,,VIRGINIA BEACH,VA,23456,7575071115,09/21/2006,12/11/2025
1841203452,SENTARA RMH MEDICAL CENTER,SENTARA RMH MEDICAL CENTER,,2010 HEALTH CAMPUS DR,,ROCKINGHAM,VA,22801,5406892400,08/14/2006,07/15/2024
1861361172,SOUTHERN DOMINION HEALTH SYSTEM INC,SOUTHERN DOMINION HEALTH SYSTEM INC,,59 GOLD HILL ELEMENTARY SCHOOL RD STE B,,NEW CANTON,VA,23123,4346962165,11/04/2025,01/22/2026
1033536883,VALLEY INFUSION LLC,VALLEY INFUSION LLC,,1115 W MAIN ST,,WAYNESBORO,VA,22980,5405693463,03/18/2014,01/31/2024
1972026243,VIRGINIA COMMONWEALTH UNIVERSITY HEALTH SYSTEM AUTHORITY,VIRGINIA COMMONWEALTH UNIVERSITY HEALTH SYSTEM AUTHORITY,,11958 W BROAD ST FL 2,,HENRICO,VA,23233,8048285468,07/19/2017,11/01/2022
1093238206,VIRGINIA COMMONWEALTH UNIVERSITY HEALTH SYSTEM AUTHORITY,VIRGINIA COMMONWEALTH UNIVERSITY HEALTH SYSTEM AUTHORITY,,1030 WILMER AVE STE 300,,RICHMOND,VA,23227,8778143475,07/19/2017,10/03/2022
1720506116,VIRGINIA COMMONWEALTH UNIVERSITY HEALTH SYSTEM AUTHORITY,VIRGINIA COMMONWEALTH UNIVERSITY HEALTH SYSTEM AUTHORITY,,1000 E BROAD ST,,RICHMOND,VA,23219,8046286022,09/06/2017,11/01/2022
1760493258,WELLMONT HEALTH SYSTEM,WELLMONT HEALTH SYSTEM,,1980 HOLTON AVE E # 1,,BIG STONE GAP,VA,24219,2765238702,08/10/2006,08/08/2011
1982311999,WFS HOME CARE ENTERPRISES INC,WFS HOME CARE ENTERPRISES INC,,1504 SANTA ROSA RD RM 116B,,HENRICO,VA,23229,8042103103,10/31/2022,11/13/2023
1912524331,"HIGH MOUNTAIN HOME CARE, INC.","HIGH MOUNTAIN HOME CARE, INC.",,252 STRATTON RD,,RUTLAND,VT,05701,8027471994,07/01/2020,10/12/2020
1134184948,PHARMACY HEALTH SERVICES INC,PHARMACY HEALTH SERVICES INC,,99 MAPLE ST,,MIDDLEBURY,VT,05753,8023883784,04/18/2006,01/18/2017
1124194881,PHARMACY HEALTH SERVICES INC,PHARMACY HEALTH SERVICES INC,,187 MAIN ST,,VERGENNES,VT,05491,8028771190,11/27/2006,06/08/2016
1821359282,PHARMACY HEALTH SERVICES INC,PHARMACY HEALTH SERVICES INC,,61 PINE ST STE 401,,BRISTOL,VT,05443,8024532999,06/01/2012,05/18/2016
1972045839,PHARMACY HEALTH SERVICES INC,PHARMACY HEALTH SERVICES INC,,252 STRATTON RD,,RUTLAND,VT,05701,8027753351,11/09/2016,01/20/2017
1295287936,"RUTLAND HOSPITAL, INC.","RUTLAND HOSPITAL, INC.",,160 ALLEN ST,,RUTLAND,VT,05701,8027471777,10/28/2016,01/19/2026
1407867054,UNIVERSITY OF VERMONT MEDICAL CENTER INC,UNIVERSITY OF VERMONT MEDICAL CENTER INC,,792 COLLEGE PKWY,,COLCHESTER,VT,05446,8028477461,08/10/2006,02/19/2024
1619031044,UNIVERSITY OF VERMONT MEDICAL CENTER INC,UNIVERSITY OF VERMONT MEDICAL CENTER INC,,1 S PROSPECT ST,,BURLINGTON,VT,05401,8028473784,12/20/2006,02/19/2024
1427112861,UNIVERSITY OF VERMONT MEDICAL CENTER INC,UNIVERSITY OF VERMONT MEDICAL CENTER INC,,111 COLCHESTER AVE # MP3,,BURLINGTON,VT,05401,8028473784,12/20/2006,02/19/2024
1568501591,UNIVERSITY OF VERMONT MEDICAL CENTER INC,UNIVERSITY OF VERMONT MEDICAL CENTER INC,,1 S PROSPECT ST,SUITE 1413,BURLINGTON,VT,05401,8028475519,02/06/2007,02/19/2024
